text,intent,norm,key
what is on at the cinema tonight,Default Fallback Intent,what is on at the cinema tonight,at cinema on tonight what
when is my hearing test due,Default Fallback Intent,when is my hearing test due,due hear test when
will my hearing aids set off the airport scanner,Default Fallback Intent,will my hearing aids set off the airport scanner,aids airport hear off scanner set will
how tall is ben nevis,Default Fallback Intent,how tall is ben nevis,ben how nevi tall
who wrote wuthering heights,Default Fallback Intent,who wrote wuthering heights,height who wrote wuther
how many miles in a kilometre,Default Fallback Intent,how many miles in a kilometre,how in kilometre many mil
when did the second world war end,Default Fallback Intent,when did the second world war end,did end second war when world
how far away is the moon,Default Fallback Intent,how far away is the moon,away far how moon
what does gdp actually mean,Default Fallback Intent,what does gdp actually mean,actually does gdp mean what
who painted the haywain,Default Fallback Intent,who painted the haywain,haywain paint who
what year did the titanic sink,Default Fallback Intent,what year did the titanic sink,did sink titanic what year
how long do tortoises live,Default Fallback Intent,how long do tortoises live,how live long tortois
what is the boiling point of water,Default Fallback Intent,what is the boiling point of water,boil point water what
how many bones are in the human body,Default Fallback Intent,how many bones are in the human body,body bon how human in many
who was the first man in space,Default Fallback Intent,who was the first man in space,first in man space was who
what is the longest river in africa,Default Fallback Intent,what is the longest river in africa,africa in longest river what
how do volcanoes actually form,Default Fallback Intent,how do volcanoes actually form,actually form how volcano
what language do they speak in brazil,Default Fallback Intent,what language do they speak in brazil,brazil in language speak they what
how many pints in a gallon,Default Fallback Intent,how many pints in a gallon,gallon how in many pint
when was the printing press invented,Default Fallback Intent,when was the printing press invented,invent pres print was when
what causes the northern lights,Default Fallback Intent,what causes the northern lights,caus light northern what
how does a fridge keep things cold,Default Fallback Intent,how does a fridge keep things cold,cold does fridge how keep thing
what is the population of scotland,Default Fallback Intent,what is the population of scotland,population scotland what
why is the sky blue,Default Fallback Intent,why is the sky blue,blue sky why
what is the weather going to do tomorrow,Default Fallback Intent,what is the weather going to do tomorrow,go tomorrow weather what
will it rain this afternoon,Default Fallback Intent,will it rain this afternoon,afternoon rain will
