text,intent,source,rejected_intent,family,held_out,symptom,axis,role
i adjust masque mode,Help_MaskMode,F5_stt:homophone+drop_function_word,,,,,,
uhmemory four,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
can help with loudness adjustment in my hearing aids,Help_Volume,F5_stt:drop_plural+drop_function_word,,,,,,
where' the cross balance feature,Help_WiCROS,F5_stt:homophone+drop_plural,,,,,,
trim the loudnes,Cmd.VolumeDecrease,F5_stt:drop_function_word+drop_plural,,,,,,
um locate myhandset,Cmd.FindMyPhone,F5_stt:merge_boundary+filler,,,,,,
um walking activity,Cmd.ActivityWalk,F5_stt:filler,,,,,,
can i set areminda,reminders.add,F5_stt:homophone+merge_boundary,,,,,,
um please perfect how are things with,Default Fallback Intent,F5_stt:filler+drop_function_word,,,,,,
er change program to mut,Cmd.MemoryChange,F5_stt:homophone+filler,,,,,,
um can change to school,Cmd.MemoryChange,F5_stt:filler+drop_function_word,,,,,,
umcan come off,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
uh help with movingbetween memories,Help_ChangingMemories,F5_stt:filler+merge_boundary,,,,,,
uh you intelligent voice user guide,Help_IntelliVoice,F5_stt:filler+drop_function_word,,,,,,
um can you distance from newjersey,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
er can you help transcribed,Help_Transcribe,F5_stt:filler+homophone,,,,,,
um select a different memery,Cmd.MemoryChange,F5_stt:filler+homophone,,,,,,
um you home memory,Cmd.MemoryChange,F5_stt:drop_function_word+filler,,,,,,
uh remember to takemedicine tomorrow morning,reminders.add,F5_stt:merge_boundary+filler,,,,,,
why is the righthearing 8s not functioning,Help_SelfCheck,F5_stt:homophone+merge_boundary,,,,,,
set a reminder to take medication today at 5 p,reminders.add,F5_stt:drop_function_word+truncate_tail,,,,,,
how do iadjust the sensitivity of double,Help_DeviceSettings,F5_stt:merge_boundary+truncate_tail,,,,,,
er begin tracking mywalk,Cmd.ActivityWalk,F5_stt:merge_boundary+filler,,,,,,
reminder play with my cat every workday at 7 pm,reminders.add,F5_stt:drop_function_word+merge_boundary,,,,,,
er canyou speech setting,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
er where did i put my 8s,Help_FindMyHearingAids,F5_stt:filler+homophone,,,,,,
since are coming ep pretty soon,Default Fallback Intent,F5_stt:drop_function_word+homophone,,,,,,
um i am off for walk,Cmd.ActivityWalk,F5_stt:drop_function_word+filler,,,,,,
change memery to kitchen,Cmd.MemoryChange,F5_stt:homophone+drop_function_word,,,,,,
you setup reminder to take medicine at1 p m,reminders.add,F5_stt:drop_function_word+merge_boundary,,,,,,
uh intellivoice user guide,Help_IntelliVoice,F5_stt:drop_function_word+filler,,,,,,
er please play i am carrying,Default Fallback Intent,F5_stt:truncate_tail+filler,,,,,,
can you remind me to turn off my phoneeveryday at 11 p,reminders.add,F5_stt:truncate_tail+merge_boundary,,,,,,
canyou locate foam,Cmd.FindMyPhone,F5_stt:merge_boundary+homophone,,,,,,
er where's the nearest oil,Default Fallback Intent,F5_stt:filler+truncate_tail,,,,,,
uh thrive trans late help,Help_Translate,F5_stt:homophone+filler,,,,,,
set ep reminder for that,reminders.add,F5_stt:drop_function_word+homophone,,,,,,
how do i know if my microphone,Help_SelfCheck,F5_stt:drop_function_word+truncate_tail,,,,,,
uh how to intelligentvoice,Help_IntelliVoice,F5_stt:filler+merge_boundary,,,,,,
you mutemy hearing aids,Cmd.VolumeMute,F5_stt:merge_boundary+drop_function_word,,,,,,
er on mute,Cmd.VolumeUnmute,F5_stt:filler+homophone,,,,,,
remind me to calldad,reminders.add,F5_stt:homophone+merge_boundary,,,,,,
erwhat was up,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
you switch toworship,Cmd.MemoryChange,F5_stt:merge_boundary+drop_function_word,,,,,,
explain the findaids feature,Help_FindMyHearingAids,F5_stt:drop_function_word+merge_boundary,,,,,,
howcan i use my voice to control thrived,Help_VoiceAssistant,F5_stt:merge_boundary+homophone,,,,,,
uh basically,Default Fallback Intent,F5_stt:filler,,,,,,
set an alarm fordoctor' appointment tomorrow morning,reminders.add,F5_stt:drop_plural+merge_boundary,,,,,,
er reach out to contact,Cmd.SendMessage,F5_stt:filler+drop_function_word,,,,,,
er can you change memory tomeeting,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
er how do i change to another program on my,Help_ChangingMemories,F5_stt:truncate_tail+filler,,,,,,
um switch tokitchen,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
er please raiseup the volume,Cmd.VolumeIncrease,F5_stt:filler+merge_boundary,,,,,,
er canyou dawsonville quick,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
er set reminders,reminders.add,F5_stt:filler+drop_function_word,,,,,,
how can the app help me find my,Help_FindMyHearingAids,F5_stt:homophone+truncate_tail,,,,,,
er remindabout running at 6 a m on 7th december,reminders.add,F5_stt:merge_boundary+filler,,,,,,
uh share my news with contact by text,Cmd.SendMessage,F5_stt:drop_function_word+filler,,,,,,
canyou set mammary to office,Cmd.MemoryChange,F5_stt:homophone+merge_boundary,,,,,,
uh can new reminder for everyday,reminders.add,F5_stt:drop_function_word+filler,,,,,,
um have i stoodan hour,Cmd.ActivityStand,F5_stt:merge_boundary+filler,,,,,,
uh please i do not likemy current hearing aid settings,Help_MemoryOptions,F5_stt:filler+merge_boundary,,,,,,
uh please diagnose my herring aids,Help_SelfCheck,F5_stt:filler+homophone,,,,,,
er how does dnnspeech enhancement work,Help_IntelliVoice,F5_stt:merge_boundary+filler,,,,,,
can you switch programme personal,Cmd.MemoryChange,F5_stt:drop_function_word+homophone,,,,,,
er how will i know when my hearing care specialist adjusted hearing aid,Help_RemoteProgramming,F5_stt:drop_function_word+filler,,,,,,
uhhow far have i run,Cmd.ActivityRun,F5_stt:filler+merge_boundary,,,,,,
what is the score ofmatch,Default Fallback Intent,F5_stt:drop_function_word+merge_boundary,,,,,,
er personalsetting,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
uh tell me about reminder,Help_Reminder,F5_stt:filler+drop_plural,,,,,,
how do i diagnosemy hearing 8s,Help_SelfCheck,F5_stt:homophone+merge_boundary,,,,,,
uh how do i disable double tap on my,Help_DeviceSettings,F5_stt:filler+truncate_tail,,,,,,
er applywind noise reduction,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
remind me at 1 p m that i have toeat,reminders.add,F5_stt:merge_boundary+homophone,,,,,,
please change to memery number,Cmd.MemoryChange,F5_stt:homophone+truncate_tail,,,,,,
uh can youquiet my hearing aids,Cmd.VolumeDecrease,F5_stt:merge_boundary+filler,,,,,,
uh can you settingthree,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
er pleasehelp with changing memories using my thrive app,Help_ChangingMemories,F5_stt:filler+merge_boundary,,,,,,
um my overallscore for the day,Help_ThriveScore,F5_stt:merge_boundary+filler,,,,,,
erheart rate recovery help,Help_HeartRateRecovery,F5_stt:filler+merge_boundary,,,,,,
er change program master,Cmd.MemoryChange,F5_stt:filler+drop_function_word,,,,,,
um how do i reconnect aids,Help_Pairing,F5_stt:drop_function_word+filler,,,,,,
switch mammary toauditorium,Cmd.MemoryChange,F5_stt:merge_boundary+homophone,,,,,,
um change tocar,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
er step calorie,Cmd.ActivityStep,F5_stt:drop_plural+filler,,,,,,
um can you switch noise program,Cmd.MemoryChange,F5_stt:drop_function_word+filler,,,,,,
guideme through,Help_Home,F5_stt:drop_function_word+merge_boundary,,,,,,
um pleasechange to restaurant memory,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
um federal assistance up tomy energy,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
er remindme to go to bed in 5 minutes,reminders.add,F5_stt:filler+merge_boundary,,,,,,
er tinnitu program,Cmd.MemoryChange,F5_stt:drop_plural+filler,,,,,,
send the television audio my aides,Cmd.StreamingStart,F5_stt:drop_function_word+homophone,,,,,,
um can you i need to talk t to audiologist,Help_RemoteProgramming,F5_stt:filler+drop_function_word,,,,,,
how do ichange table mic,Help_Accessories,F5_stt:drop_function_word+merge_boundary,,,,,,
left hearing 8s,Default Fallback Intent,F5_stt:drop_function_word+homophone,,,,,,
you change memory to testone,Cmd.MemoryChange,F5_stt:drop_function_word+merge_boundary,,,,,,
er make hearing aids louder,Cmd.VolumeIncrease,F5_stt:drop_function_word+filler,,,,,,
uh i do not know what i what you doing this missing different,Default Fallback Intent,F5_stt:filler+drop_function_word,,,,,,
uh howdo i enable speech enhancement,Help_IntelliVoice,F5_stt:merge_boundary+filler,,,,,,
um now itsmaking noises,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
please remind me drink water,reminders.add,F5_stt:drop_function_word+truncate_tail,,,,,,
what is different between cros andwicros,Help_WiCROS,F5_stt:drop_function_word+merge_boundary,,,,,,
er or put on 6 month,Default Fallback Intent,F5_stt:truncate_tail+filler,,,,,,
uh you it is bothering you about the fit,Default Fallback Intent,F5_stt:drop_function_word+filler,,,,,,
uh please set to 100volume,Cmd.VolumeIncrease,F5_stt:filler+merge_boundary,,,,,,
canplay frank sinatra,Default Fallback Intent,F5_stt:drop_function_word+merge_boundary,,,,,,
how do i get moreinformation on wellness score,Help_ThriveScore,F5_stt:drop_function_word+merge_boundary,,,,,,
where can i see daily,Help_Health,F5_stt:truncate_tail+drop_function_word,,,,,,
er what isthe current battery level,Cmd.BatteryLevel,F5_stt:merge_boundary+filler,,,,,,
tern thesound off,Cmd.VolumeMute,F5_stt:merge_boundary+homophone,,,,,,
uh but they live here i remember when jerry toldme,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
set memoryto tinnitu,Cmd.MemoryChange,F5_stt:merge_boundary+drop_plural,,,,,,
er zero volum please,Cmd.VolumeMute,F5_stt:homophone+filler,,,,,,
helpme find my other hearing aide,Help_FindMyHearingAids,F5_stt:merge_boundary+homophone,,,,,,
uh the sund keeps dropping out,Help_DeviceSettings,F5_stt:homophone+filler,,,,,,
can you first do you need,Default Fallback Intent,F5_stt:merge_boundary+truncate_tail,,,,,,
um help me find a paper,Default Fallback Intent,F5_stt:drop_function_word+filler,,,,,,
where can i find tinnitu in the,Help_Tinnitus,F5_stt:drop_plural+truncate_tail,,,,,,
uh how clean hearing aids,Help_CleanCare,F5_stt:filler+drop_function_word,,,,,,
uh what the score of the game,Default Fallback Intent,F5_stt:filler+drop_function_word,,,,,,
er startrunning,Cmd.ActivityRun,F5_stt:filler+merge_boundary,,,,,,
canyou value up,Cmd.VolumeIncrease,F5_stt:homophone+merge_boundary,,,,,,
you know where they have the check we have tohave to shift to put in there that is,Default Fallback Intent,F5_stt:merge_boundary+truncate_tail,,,,,,
er play back thetexts i received,Cmd.ListenMessage,F5_stt:merge_boundary+filler,,,,,,
er please set toauditorium memory,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
um how doi tune,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
um help me sendinformation,Cmd.SendMessage,F5_stt:merge_boundary+filler,,,,,,
uh can you hear last,Cmd.ListenMessage,F5_stt:filler+truncate_tail,,,,,,
how do i change to another programon the,Help_ChangingMemories,F5_stt:merge_boundary+truncate_tail,,,,,,
how check hearing aids,Help_SelfCheck,F5_stt:truncate_tail+drop_function_word,,,,,,
uh calorie used today,Cmd.ActivityCalories,F5_stt:drop_plural+filler,,,,,,
restore my setting from cloud,Help_HearingCareAnywhereConnect,F5_stt:drop_function_word+drop_plural,,,,,,
uh how do i find heart rate,Help_HeartRateRecovery,F5_stt:truncate_tail+filler,,,,,,
um can i misplaced my right aid,Help_FindMyHearingAids,F5_stt:filler+drop_function_word,,,,,,
um what can i do in demo,Help_DemoMode,F5_stt:truncate_tail+filler,,,,,,
uh how invite my daughter to hearshare,Help_HearShare,F5_stt:drop_function_word+filler,,,,,,
are my 8s connectedto the app,Help_Pairing,F5_stt:merge_boundary+homophone,,,,,,
uh voicetext someone,Cmd.SendMessage,F5_stt:merge_boundary+filler,,,,,,
uh please change to mut,Cmd.MemoryChange,F5_stt:homophone+filler,,,,,,
uh track mywellness,Help_Health,F5_stt:merge_boundary+filler,,,,,,
um stoprecording,Cmd.TranscribeStart,F5_stt:filler+merge_boundary,,,,,,
how do i reduce noisewith edge,Help_EdgeMode,F5_stt:merge_boundary+truncate_tail,,,,,,
er listen it,Cmd.ListenMessage,F5_stt:filler+drop_function_word,,,,,,
markmy reminda done,reminders.complete,F5_stt:homophone+merge_boundary,,,,,,
ersuicide about different substitute,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
you mut memory,Cmd.MemoryChange,F5_stt:homophone+drop_function_word,,,,,,
uh can live in your ear if there is a wire,Default Fallback Intent,F5_stt:filler+drop_function_word,,,,,,
er show me myweekly health summary,Help_Health,F5_stt:merge_boundary+filler,,,,,,
how do i link my 8s to,Help_Pairing,F5_stt:homophone+truncate_tail,,,,,,
mask mode useful with mask,Help_MaskMode,F5_stt:drop_function_word+drop_plural,,,,,,
how do i change program on aid,Help_ChangingMemories,F5_stt:drop_plural+drop_function_word,,,,,,
uh new remind her,reminders.add,F5_stt:homophone+filler,,,,,,
please look ep your nose real quick,Default Fallback Intent,F5_stt:truncate_tail+homophone,,,,,,
um make new reminder,reminders.add,F5_stt:drop_function_word+filler,,,,,,
set programme home,Cmd.MemoryChange,F5_stt:drop_function_word+homophone,,,,,,
uh can you masque program,Cmd.MemoryChange,F5_stt:homophone+filler,,,,,,
show me my standing,Cmd.ActivityStand,F5_stt:truncate_tail+drop_function_word,,,,,,
um please heart rate recovery,Help_HeartRateRecovery,F5_stt:filler+truncate_tail,,,,,,
uh it was discouraging and then i found balance of nature it is just being a no brainer ever since i feel,Default Fallback Intent,F5_stt:truncate_tail+filler,,,,,,
er where do i stop an,Help_FallAlert,F5_stt:truncate_tail+filler,,,,,,
uh how do i adjust sensitivityof the double tap,Help_DeviceSettings,F5_stt:filler+merge_boundary,,,,,,
uh can you mut on,Cmd.VolumeMute,F5_stt:filler+homophone,,,,,,
you want to moveup yeah i will,Default Fallback Intent,F5_stt:merge_boundary+drop_function_word,,,,,,
how do i use accessorie with hearing aids,Help_Accessories,F5_stt:drop_function_word+drop_plural,,,,,,
um please take lipitor,Default Fallback Intent,F5_stt:drop_function_word+filler,,,,,,
how do i change the volum of my accessorie,Help_Accessories,F5_stt:drop_plural+homophone,,,,,,
sund crackling in my aid,Help_DeviceSettings,F5_stt:drop_function_word+homophone,,,,,,
er switch school,Cmd.MemoryChange,F5_stt:filler+drop_function_word,,,,,,
er can youright,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
er canyou set program to master,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
helpwith the drive score,Help_ThriveScore,F5_stt:merge_boundary+homophone,,,,,,
um listen again,Cmd.ListenMessage,F5_stt:filler,,,,,,
please sorry aboutthis okay i got,Default Fallback Intent,F5_stt:drop_function_word+merge_boundary,,,,,,
send mymassage,Cmd.SendMessage,F5_stt:homophone+merge_boundary,,,,,,
umswitch memory to three,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
please new reminderabout fitnes,reminders.add,F5_stt:merge_boundary+drop_plural,,,,,,
uh what my battery charge,Cmd.BatteryLevel,F5_stt:filler+drop_plural,,,,,,
how do i turn up the loudness in just right hearing,Help_Volume,F5_stt:drop_function_word+truncate_tail,,,,,,
er starttranscribe,Cmd.TranscribeStart,F5_stt:filler+merge_boundary,,,,,,
er add areminder,reminders.add,F5_stt:merge_boundary+filler,,,,,,
uh got to getting a text message at boston,Default Fallback Intent,F5_stt:filler+drop_function_word,,,,,,
er alex good manasseh okay i will see you back at the desk up,Default Fallback Intent,F5_stt:filler+truncate_tail,,,,,,
please particularproduct you wanted to check,Default Fallback Intent,F5_stt:merge_boundary+truncate_tail,,,,,,
er i needto be reminded,reminders.add,F5_stt:merge_boundary+filler,,,,,,
um should i use basic or advanced,Help_AppSettings,F5_stt:truncate_tail+filler,,,,,,
er how do i replace the wax,Help_CleanCare,F5_stt:truncate_tail+filler,,,,,,
turn on firstplug,Default Fallback Intent,F5_stt:merge_boundary+drop_function_word,,,,,,
set mast program,Cmd.MemoryChange,F5_stt:homophone+drop_function_word,,,,,,
uh set to school mammary,Cmd.MemoryChange,F5_stt:filler+homophone,,,,,,
idemonstrate my hearing aids,Help_DemoMode,F5_stt:merge_boundary+drop_function_word,,,,,,
uh can you listen to the,Cmd.StreamingStart,F5_stt:truncate_tail+filler,,,,,,
uh can youaddress change,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
how do i customize hearin aids,Help_Customize,F5_stt:homophone+drop_function_word,,,,,,
er can you stop listening please ask you a,Default Fallback Intent,F5_stt:truncate_tail+filler,,,,,,
er can you switch to home memery,Cmd.MemoryChange,F5_stt:filler+homophone,,,,,,
please set reminda to take medicine at 1 pm,reminders.add,F5_stt:homophone+merge_boundary,,,,,,
pleaseturn off sound,Cmd.VolumeMute,F5_stt:merge_boundary+drop_function_word,,,,,,
uh please change settingto number four,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
er can somebody from motel in boise,Default Fallback Intent,F5_stt:filler+drop_function_word,,,,,,
er how do i mute transmitter,Help_WiCROS,F5_stt:filler+drop_function_word,,,,,,
er where do ifind my heart rate,Help_HeartRate,F5_stt:filler+merge_boundary,,,,,,
uh what is my bicycle,Cmd.ActivityCycle,F5_stt:filler+truncate_tail,,,,,,
umis my aid connected to the phone,Help_Pairing,F5_stt:filler+merge_boundary,,,,,,
pleasechange memory automatic,Cmd.MemoryChange,F5_stt:merge_boundary+drop_function_word,,,,,,
um can you unmute the hearing,Cmd.VolumeUnmute,F5_stt:truncate_tail+filler,,,,,,
